Dia ,Cambio 
11/08/2014,13.19980
12/08/2014,13.15900
13/08/2014,13.11130
14/08/2014,13.07170
15/08/2014,13.07480
18/08/2014,13.05050
19/08/2014,13.05320
20/08/2014,13.08140
21/08/2014,13.09630
22/08/2014,13.13280
25/08/2014,13.13830
26/08/2014,13.10590
27/08/2014,13.08110
28/08/2014,13.11090
29/08/2014,13.07630
01/09/2014,13.08330
02/09/2014,13.12990
03/09/2014,13.08920
04/09/2014,13.09590
05/09/2014,13.07880
08/09/2014,13.08130
09/09/2014,13.21620
10/09/2014,13.21440
11/09/2014,13.21440
12/09/2014,13.26440
15/09/2014,13.22230
17/09/2014,13.17620
18/09/2014,13.24020
19/09/2014,13.23690
22/09/2014,13.25660
23/09/2014,13.27680
24/09/2014,13.30150
25/09/2014,13.38480
26/09/2014,13.45410
29/09/2014,13.48910
30/09/2014,13.43300
01/10/2014,13.44550
02/10/2014,13.40260
03/10/2014,13.48350
06/10/2014,13.40890
07/10/2014,13.43320
08/10/2014,13.47860
09/10/2014,13.37890
10/10/2014,13.43310
13/10/2014,13.42030
14/10/2014,13.40940
15/10/2014,13.54230
16/10/2014,13.56160
17/10/2014,13.52310
20/10/2014,13.53570
21/10/2014,13.49890
22/10/2014,13.55590
23/10/2014,13.52880
24/10/2014,13.52630
27/10/2014,13.57010
28/10/2014,13.48430
29/10/2014,13.42390
30/10/2014,13.43160
31/10/2014,13.47730
03/11/2014,13.55030
04/11/2014,13.59250
05/11/2014,13.60700
06/11/2014,13.61730
07/11/2014,13.55730
10/11/2014,13.55280
11/11/2014,13.58740
12/11/2014,13.56130
13/11/2014,13.59950
14/11/2014,13.53480
18/11/2014,13.54450
19/11/2014,13.61460
20/11/2014,13.61150
21/11/2014,13.61520
24/11/2014,13.63740
25/11/2014,13.64200
26/11/2014,13.72190
27/11/2014,13.76670
28/11/2014,13.89650
01/12/2014,13.92620
02/12/2014,14.07600
03/12/2014,14.09180
04/12/2014,14.11650
05/12/2014,14.30450
08/12/2014,14.40420
09/12/2014,14.36740
10/12/2014,14.51810
11/12/2014,14.66480
15/12/2014,14.78530
16/12/2014,14.74990
17/12/2014,14.60280
18/12/2014,14.55620
19/12/2014,14.63780
22/12/2014,14.63590
23/12/2014,14.70080
24/12/2014,14.74290
26/12/2014,14.69550
29/12/2014,14.71800
30/12/2014,14.73480
31/12/2014,14.74140
02/01/2015,14.82900
05/01/2015,14.94690
06/01/2015,14.84790
07/01/2015,14.79360
08/01/2015,14.62740
09/01/2015,14.58040
12/01/2015,14.63980
13/01/2015,14.55590
14/01/2015,14.56440
15/01/2015,14.58210
16/01/2015,14.62230
19/01/2015,14.65240
20/01/2015,14.64840
21/01/2015,14.69830
22/01/2015,14.61200
23/01/2015,14.64990
26/01/2015,14.58870
27/01/2015,14.58720
28/01/2015,14.68780
29/01/2015,14.84140
30/01/2015,14.98850
03/02/2015,14.75660
04/02/2015,14.80110
05/02/2015,14.75480
06/02/2015,14.90240
09/02/2015,14.80140
10/02/2015,14.93090
11/02/2015,15.10990
12/02/2015,14.91670
13/02/2015,14.86050
16/02/2015,14.89790
17/02/2015,14.89710
18/02/2015,14.94730
19/02/2015,14.95830
20/02/2015,15.07570
23/02/2015,15.08320
24/02/2015,14.97120
25/02/2015,14.92280
26/02/2015,14.96240
27/02/2015,14.95530
02/03/2015,14.98620
03/03/2015,14.95440
04/03/2015,15.07560
05/03/2015,15.16860
06/03/2015,15.44450
09/03/2015,15.45440
10/03/2015,15.58370
11/03/2015,15.44550
12/03/2015,15.40030
13/03/2015,15.48920
17/03/2015,15.42710
18/03/2015,15.41920
19/03/2015,15.29600
20/03/2015,15.03170
23/03/2015,14.96440
24/03/2015,14.93470
25/03/2015,14.95240
26/03/2015,15.10560
27/03/2015,15.15420
30/03/2015,15.24270
31/03/2015,15.26470
01/04/2015,15.12060
06/04/2015,14.80030
07/04/2015,14.90390
08/04/2015,14.90720
09/04/2015,15.05540
10/04/2015,15.17060
13/04/2015,15.29470
14/04/2015,15.23390
15/04/2015,15.38910
16/04/2015,15.24550
17/04/2015,15.31280
20/04/2015,15.39730
21/04/2015,15.38370
22/04/2015,15.45180
23/04/2015,15.35390
24/04/2015,15.38340
27/04/2015,15.32130
28/04/2015,15.22250
29/04/2015,15.20430
30/04/2015,15.37140
04/05/2015,15.49400
05/05/2015,15.32250
06/05/2015,15.28250
07/05/2015,15.33970
08/05/2015,15.14240
11/05/2015,15.26240
12/05/2015,15.32110
13/05/2015,15.22130
14/05/2015,15.12350
15/05/2015,15.02250
18/05/2015,15.12000
19/05/2015,15.20080
20/05/2015,15.21200
21/05/2015,15.23260
22/05/2015,15.29180
25/05/2015,15.26350
26/05/2015,15.32350
27/05/2015,15.35810
28/05/2015,15.37370
29/05/2015,15.38150
01/06/2015,15.48450
02/06/2015,15.41280
03/06/2015,15.48330
04/06/2015,15.53470
05/06/2015,15.69580
08/06/2015,15.67150
09/06/2015,15.56450
10/06/2015,15.47790
11/06/2015,15.44090
12/06/2015,15.41290
15/06/2015,15.43270
16/06/2015,15.41920
17/06/2015,15.41990
18/06/2015,15.28280
19/06/2015,15.32740
22/06/2015,15.30720
23/06/2015,15.40880
24/06/2015,15.45550
25/06/2015,15.48160
26/06/2015,15.56760
29/06/2015,15.65990
30/06/2015,15.68540
01/07/2015,15.78290
02/07/2015,15.68210
03/07/2015,15.69180
06/07/2015,15.75300
07/07/2015,15.82810
08/07/2015,15.81740
09/07/2015,15.78560
10/07/2015,15.73290
13/07/2015,15.74040
14/07/2015,15.67280
15/07/2015,15.74700
16/07/2015,15.80140
17/07/2015,15.91210
20/07/2015,15.98560
21/07/2015,15.97280
22/07/2015,16.09500
23/07/2015,16.09880
24/07/2015,16.23640
27/07/2015,16.26810
28/07/2015,16.26380
29/07/2015,16.21400
30/07/2015,16.45120
31/07/2015,16.07720
03/08/2015,16.11290
04/08/2015,16.17360
05/08/2015,16.37620
06/08/2015,16.35330
07/08/2015,16.16450
10/08/2015,16.16520
11/08/2015,16.32410
12/08/2015,16.29760
13/08/2015,16.35410
14/08/2015,16.36580
17/08/2015,16.39930
18/08/2015,16.43170
19/08/2015,16.49080
20/08/2015,16.71820
21/08/2015,16.91710
24/08/2015,17.09750
25/08/2015,16.98590
26/08/2015,17.10650
27/08/2015,16.88630
28/08/2015,16.76840
31/08/2015,16.78290
01/09/2015,16.86920
02/09/2015,16.94440
03/09/2015,16.79180
04/09/2015,16.84540
07/09/2015,16.98800
08/09/2015,16.79790
09/09/2015,16.77730
10/09/2015,16.81030
11/09/2015,16.82610
14/09/2015,16.81680
15/09/2015,16.77160
17/09/2015,16.56800
18/09/2015,16.53900
21/09/2015,16.68650
22/09/2015,16.87130
23/09/2015,17.04530
24/09/2015,17.11490
25/09/2015,16.95950
28/09/2015,17.00730
29/09/2015,17.07710
30/09/2015,16.90530
01/10/2015,16.85660
02/10/2015,16.81620
05/10/2015,16.69410
06/10/2015,16.68780
07/10/2015,16.57620
08/10/2015,16.54640
09/10/2015,16.41800
12/10/2015,16.42190
13/10/2015,16.58480
14/10/2015,16.58040
15/10/2015,16.42500
16/10/2015,16.39590
19/10/2015,16.48990
20/10/2015,16.56180
21/10/2015,16.66000
22/10/2015,16.52840
23/10/2015,16.51380
26/10/2015,16.49980
27/10/2015,16.55450
28/10/2015,16.45030
29/10/2015,16.62190
30/10/2015,16.52440
03/11/2015,16.41960
04/11/2015,16.51470
05/11/2015,16.59590
06/11/2015,16.83820
09/11/2015,16.87000
10/11/2015,16.76580
11/11/2015,16.71730
12/11/2015,16.74060
13/11/2015,16.73950
17/11/2015,16.75700
18/11/2015,16.76360
19/11/2015,16.57480
20/11/2015,16.51200
23/11/2015,16.53060
24/11/2015,16.47050
25/11/2015,16.55480
26/11/2015,16.54920
27/11/2015,16.57840
30/11/2015,16.58560
01/12/2015,16.51040
02/12/2015,16.59330
03/12/2015,16.70950
04/12/2015,16.67570
07/12/2015,16.90440
08/12/2015,17.01640
09/12/2015,17.01600
10/12/2015,17.07500
11/12/2015,17.35920
14/12/2015,17.37760
15/12/2015,17.15290
16/12/2015,17.13600
17/12/2015,17.10000
18/12/2015,17.01390
21/12/2015,17.10340
22/12/2015,17.18470
23/12/2015,17.19530
24/12/2015,17.27600
28/12/2015,17.27100
29/12/2015,17.20650
30/12/2015,17.33980
31/12/2015,17.24870
04/01/2016,17.35290
05/01/2016,17.34560
06/01/2016,17.44110
07/01/2016,17.65680
08/01/2016,17.92830
11/01/2016,17.93040
12/01/2016,17.91190
13/01/2016,17.85000
14/01/2016,17.91210
15/01/2016,18.21080
18/01/2016,18.23270
19/01/2016,18.19470
20/01/2016,18.60800
21/01/2016,18.50840
22/01/2016,18.42800
25/01/2016,18.53520
26/01/2016,18.47150
27/01/2016,18.45300
28/01/2016,18.29060
29/01/2016,18.19350
02/02/2016,18.49020
03/02/2016,18.45370
04/02/2016,18.18910
05/02/2016,18.37480
08/02/2016,18.69590
09/02/2016,18.78180
10/02/2016,18.80890
11/02/2016,19.17540
12/02/2016,19.03920
15/02/2016,18.84710
16/02/2016,18.81480
17/02/2016,18.38950
18/02/2016,18.14390
19/02/2016,18.27620
22/02/2016,18.05680
23/02/2016,18.19480
24/02/2016,18.28930
25/02/2016,18.16800
26/02/2016,18.17060
29/02/2016,18.10200
01/03/2016,17.94320
02/03/2016,17.85610
03/03/2016,17.89710
04/03/2016,17.77230
07/03/2016,17.75260
08/03/2016,17.90440
09/03/2016,17.75230
10/03/2016,17.86010
11/03/2016,17.70020
14/03/2016,17.76910
15/03/2016,17.92600
16/03/2016,17.93080
17/03/2016,17.40340
18/03/2016,17.29950
22/03/2016,17.33610
23/03/2016,17.52730
28/03/2016,17.46100
29/03/2016,17.40150
30/03/2016,17.25090
31/03/2016,17.23700
01/04/2016,17.33380
04/04/2016,17.44840
05/04/2016,17.72520
06/04/2016,17.72860
07/04/2016,17.89300
08/04/2016,17.73910
11/04/2016,17.64520
12/04/2016,17.57190
13/04/2016,17.49000
14/04/2016,17.38800
15/04/2016,17.56690
18/04/2016,17.45980
19/04/2016,17.28250
20/04/2016,17.30780
21/04/2016,17.42020
22/04/2016,17.43590
25/04/2016,17.58660
26/04/2016,17.42980
27/04/2016,17.39930
28/04/2016,17.21250
29/04/2016,17.17670
02/05/2016,17.22790
03/05/2016,17.52340
04/05/2016,17.73580
05/05/2016,17.78660
06/05/2016,17.92040
09/05/2016,18.10330
10/05/2016,18.02050
11/05/2016,17.95490
12/05/2016,17.99150
13/05/2016,18.15620
16/05/2016,18.17950
17/05/2016,18.32170
18/05/2016,18.37610
19/05/2016,18.54650
20/05/2016,18.38260
23/05/2016,18.44440
24/05/2016,18.46940
25/05/2016,18.45200
26/05/2016,18.45720
27/05/2016,18.45270
30/05/2016,18.47770
31/05/2016,18.41180
01/06/2016,18.52990
02/06/2016,18.60970
03/06/2016,18.62830
06/06/2016,18.58890
07/06/2016,18.50670
08/06/2016,18.14910
09/06/2016,18.27420
10/06/2016,18.50460
13/06/2016,18.79150
14/06/2016,18.98140
15/06/2016,18.86720
16/06/2016,18.99680
17/06/2016,18.85270
20/06/2016,18.65590
21/06/2016,18.64440
22/06/2016,18.53250
23/06/2016,18.32070
24/06/2016,18.87160
27/06/2016,19.12830
28/06/2016,18.91130
29/06/2016,18.55500
30/06/2016,18.46460
01/07/2016,18.30900
04/07/2016,18.38580
05/07/2016,18.75360
06/07/2016,18.81610
07/07/2016,18.86070
08/07/2016,18.59910
11/07/2016,18.45970
12/07/2016,18.30060
13/07/2016,18.39370
14/07/2016,18.30610
15/07/2016,18.49200
18/07/2016,18.48790
19/07/2016,18.57190
20/07/2016,18.57290
21/07/2016,18.60220
22/07/2016,18.60890
25/07/2016,18.75690
26/07/2016,18.81140
27/07/2016,18.86020
28/07/2016,18.89790
29/07/2016,18.78370
01/08/2016,18.85040
02/08/2016,18.89660
03/08/2016,18.91170
04/08/2016,18.86120
05/08/2016,18.86910
08/08/2016,18.57160
09/08/2016,18.38420
10/08/2016,18.34790
11/08/2016,18.26780
12/08/2016,18.24550
15/08/2016,18.03630
16/08/2016,17.98690
17/08/2016,18.25980
18/08/2016,18.08320
19/08/2016,18.26740
22/08/2016,18.30230
23/08/2016,18.32020
24/08/2016,18.49710
25/08/2016,18.44600
26/08/2016,18.28300
29/08/2016,18.57730
30/08/2016,18.79530
31/08/2016,18.86110
01/09/2016,18.85230
02/09/2016,18.65890
05/09/2016,18.55810
06/09/2016,18.35240
07/09/2016,18.36890
08/09/2016,18.54270
09/09/2016,18.84510
12/09/2016,19.06460
13/09/2016,19.15200
14/09/2016,19.22750
15/09/2016,19.25140
19/09/2016,19.60970
20/09/2016,19.77700
21/09/2016,19.83940
22/09/2016,19.59650
23/09/2016,19.72110
26/09/2016,19.83220
27/09/2016,19.50440
28/09/2016,19.50020
29/09/2016,19.40860
30/09/2016,19.37760
03/10/2016,19.32110
04/10/2016,19.21380
05/10/2016,19.25540
06/10/2016,19.24330
07/10/2016,19.29940
10/10/2016,18.87860
11/10/2016,18.95310
12/10/2016,18.96220
13/10/2016,19.03990
14/10/2016,19.00460
17/10/2016,18.87230
18/10/2016,18.67260
19/10/2016,18.58940
20/10/2016,18.59450
21/10/2016,18.64810
24/10/2016,18.56580
25/10/2016,18.51470
26/10/2016,18.64850
27/10/2016,18.84430
28/10/2016,18.73040
31/10/2016,18.88870
01/11/2016,19.13060
03/11/2016,19.20140
04/11/2016,19.07920
07/11/2016,18.61920
08/11/2016,18.50890
09/11/2016,19.92500
10/11/2016,20.48120
11/11/2016,21.05110
14/11/2016,20.87290
15/11/2016,20.34900
16/11/2016,20.28840
17/11/2016,20.18980
18/11/2016,20.41930
22/11/2016,20.52050
23/11/2016,20.69010
24/11/2016,20.70510
25/11/2016,20.64750
28/11/2016,20.55210
29/11/2016,20.62250
30/11/2016,20.51550
01/12/2016,20.74880
02/12/2016,20.61490
05/12/2016,20.59270
06/12/2016,20.38630
07/12/2016,20.29670
08/12/2016,20.41620
09/12/2016,20.33050
13/12/2016,20.25670
14/12/2016,20.22260
15/12/2016,20.59730
16/12/2016,20.42800
19/12/2016,20.40980
20/12/2016,20.43000
21/12/2016,20.49210
22/12/2016,20.71790
23/12/2016,20.62710
26/12/2016,20.64450
27/12/2016,20.70520
28/12/2016,20.73140
29/12/2016,20.66400
30/12/2016,20.61940
02/01/2017,20.73230
03/01/2017,20.85200
04/01/2017,21.37990
05/01/2017,21.36610
06/01/2017,21.31440
09/01/2017,21.32190
10/01/2017,21.61680
11/01/2017,21.90760
12/01/2017,21.72040
13/01/2017,21.63300
16/01/2017,21.66430
17/01/2017,21.57380
18/01/2017,21.85140
19/01/2017,21.90440
20/01/2017,21.70020
23/01/2017,21.45120
24/01/2017,21.36920
25/01/2017,21.34390
26/01/2017,21.20240
27/01/2017,21.02120
30/01/2017,20.75880
31/01/2017,20.79080
01/02/2017,20.77520
02/02/2017,20.57570
03/02/2017,20.34390
07/02/2017,20.63700
08/02/2017,20.49940
09/02/2017,20.41630
10/02/2017,20.35350
13/02/2017,20.32800
14/02/2017,20.35070
15/02/2017,20.32540
16/02/2017,20.33250
17/02/2017,20.45260
20/02/2017,20.40590
21/02/2017,20.44890
22/02/2017,19.91270
23/02/2017,19.70110
24/02/2017,19.83350
27/02/2017,19.83220
28/02/2017,19.99570
01/03/2017,19.90070
02/03/2017,19.93730
03/03/2017,19.61470
06/03/2017,19.55380
07/03/2017,19.52100
08/03/2017,19.60070
09/03/2017,19.79740
10/03/2017,19.62790
13/03/2017,19.58030
14/03/2017,19.65430
15/03/2017,19.44930
16/03/2017,19.17300
17/03/2017,19.11700
21/03/2017,19.10700
22/03/2017,19.08370
23/03/2017,18.98770
24/03/2017,18.85280
27/03/2017,18.86610
28/03/2017,18.88530
29/03/2017,18.80920
30/03/2017,18.70790
31/03/2017,18.79550
03/04/2017,18.73200
04/04/2017,18.83340
05/04/2017,18.71920
06/04/2017,18.76960
07/04/2017,18.65600
10/04/2017,18.69230
11/04/2017,18.76460
12/04/2017,18.75280
17/04/2017,18.55820
18/04/2017,18.48630
19/04/2017,18.83740
20/04/2017,18.81870
21/04/2017,18.84130
24/04/2017,18.65210
25/04/2017,18.92250
26/04/2017,19.11190
27/04/2017,19.06700
28/04/2017,18.95940
02/05/2017,18.77310
03/05/2017,18.80310
04/05/2017,19.00190
05/05/2017,19.01370
08/05/2017,19.11640
09/05/2017,19.13640
10/05/2017,18.95870
11/05/2017,18.90390
12/05/2017,18.75940
15/05/2017,18.67000
16/05/2017,18.61830
17/05/2017,18.67610
18/05/2017,18.88980
19/05/2017,18.68590
22/05/2017,18.66330
23/05/2017,18.61500
24/05/2017,18.56890
25/05/2017,18.41850
26/05/2017,18.48490
29/05/2017,18.51210
30/05/2017,18.66430
31/05/2017,18.69090
01/06/2017,18.59410
02/06/2017,18.62040
05/06/2017,18.38190
06/06/2017,18.27620
07/06/2017,18.22780
08/06/2017,18.19460
09/06/2017,18.19390
12/06/2017,18.18020
13/06/2017,18.07250
14/06/2017,17.93430
15/06/2017,18.11540
16/06/2017,17.93210
19/06/2017,17.95190
20/06/2017,18.11670
21/06/2017,18.15700
22/06/2017,18.12700
23/06/2017,17.99000
26/06/2017,17.87750
27/06/2017,17.98620
28/06/2017,17.89730
29/06/2017,18.02790
30/06/2017,18.06260
03/07/2017,18.20640
04/07/2017,18.20360
05/07/2017,18.35560
06/07/2017,18.32270
07/07/2017,18.13940
10/07/2017,17.97510
11/07/2017,17.94820
12/07/2017,17.77080
13/07/2017,17.74220
14/07/2017,17.56130
17/07/2017,17.58360
18/07/2017,17.51340
19/07/2017,17.49370
20/07/2017,17.52600
21/07/2017,17.56180
24/07/2017,17.68930
25/07/2017,17.74920
26/07/2017,17.75610
27/07/2017,17.68860
28/07/2017,17.74350
31/07/2017,17.86460
01/08/2017,17.81080
02/08/2017,17.86960
03/08/2017,17.87330
04/08/2017,17.87980
07/08/2017,17.96410
08/08/2017,17.91600
09/08/2017,17.96710
10/08/2017,17.90730
11/08/2017,17.84700
14/08/2017,17.77550
15/08/2017,17.84830
16/08/2017,17.71600
17/08/2017,17.73240
18/08/2017,17.85840
21/08/2017,17.65010
22/08/2017,17.64580
23/08/2017,17.71130
24/08/2017,17.69770
25/08/2017,17.62050
28/08/2017,17.80490
29/08/2017,17.87600
30/08/2017,17.77530
31/08/2017,17.81450
01/09/2017,17.78610
04/09/2017,17.86830
05/09/2017,17.83600
06/09/2017,17.81360
07/09/2017,17.69650
08/09/2017,17.73310
11/09/2017,17.64430
12/09/2017,17.78100
13/09/2017,17.78360
14/09/2017,17.72780
15/09/2017,17.68570
18/09/2017,17.76100
19/09/2017,17.76430
20/09/2017,17.70090
21/09/2017,17.85450
22/09/2017,17.74870
25/09/2017,17.88310
26/09/2017,17.99330
27/09/2017,18.13000
28/09/2017,18.19790
29/09/2017,18.15900
02/10/2017,18.23370
03/10/2017,18.21130
04/10/2017,18.22820
05/10/2017,18.30600
06/10/2017,18.55220
09/10/2017,18.66460
10/10/2017,18.63270
11/10/2017,18.71800
12/10/2017,18.76310
13/10/2017,18.90080
16/10/2017,19.07530
17/10/2017,19.01170
18/10/2017,18.88690
19/10/2017,18.82480
20/10/2017,19.00800
23/10/2017,19.04890
24/10/2017,19.20090
25/10/2017,19.07700
26/10/2017,19.09600
27/10/2017,19.14740
30/10/2017,19.21880
31/10/2017,19.14780
01/11/2017,19.12410
03/11/2017,19.18500
06/11/2017,19.08140
07/11/2017,19.13490
08/11/2017,19.07180
09/11/2017,19.09000
10/11/2017,19.05260
13/11/2017,19.16800
14/11/2017,19.13340
15/11/2017,19.22680
16/11/2017,19.12240
17/11/2017,18.97240
21/11/2017,18.82420
22/11/2017,18.74000
23/11/2017,18.60410
24/11/2017,18.53790
27/11/2017,18.52000
28/11/2017,18.58480
29/11/2017,18.51900
30/11/2017,18.62290
01/12/2017,18.63990
04/12/2017,18.64200
05/12/2017,18.69580
06/12/2017,18.88970
07/12/2017,18.93150
08/12/2017,18.94450
11/12/2017,18.97400
13/12/2017,19.13910
14/12/2017,19.12020
15/12/2017,19.12890
18/12/2017,19.02890
19/12/2017,19.19130
20/12/2017,19.22910
21/12/2017,19.39620
22/12/2017,19.58480
26/12/2017,19.72230
27/12/2017,19.78670
28/12/2017,19.73540
29/12/2017,19.66290
02/01/2018,19.48990
03/01/2018,19.37170
04/01/2018,19.24270
05/01/2018,19.27370
08/01/2018,19.23230
09/01/2018,19.30650
10/01/2018,19.24050
11/01/2018,19.34330
12/01/2018,19.04460
15/01/2018,18.81130
16/01/2018,18.83620
17/01/2018,18.65500
18/01/2018,18.63610
19/01/2018,18.58130
22/01/2018,18.71180
23/01/2018,18.79800
24/01/2018,18.51780
25/01/2018,18.47800
26/01/2018,18.46720
29/01/2018,18.61960
30/01/2018,18.69820
31/01/2018,18.60690
01/02/2018,18.40040
02/02/2018,18.52480
06/02/2018,18.70090
07/02/2018,18.64920
08/02/2018,18.88150
09/02/2018,18.86230
12/02/2018,18.67030
13/02/2018,18.62690
14/02/2018,18.60250
15/02/2018,18.51590
16/02/2018,18.47970
19/02/2018,18.53600
20/02/2018,18.65940
21/02/2018,18.65180
22/02/2018,18.65740
23/02/2018,18.56590
26/02/2018,18.64560
27/02/2018,18.79020
28/02/2018,18.83310
01/03/2018,18.86100
02/03/2018,18.89090
05/03/2018,18.88380
06/03/2018,18.72460
07/03/2018,18.79220
08/03/2018,18.71480
09/03/2018,18.58120
12/03/2018,18.61990
13/03/2018,18.56040
14/03/2018,18.58540
15/03/2018,18.70230
16/03/2018,18.72160
20/03/2018,18.76140
21/03/2018,18.60010
22/03/2018,18.50780
23/03/2018,18.53640
26/03/2018,18.32680
27/03/2018,18.34450
28/03/2018,18.27090
02/04/2018,18.29670
03/04/2018,18.20440
04/04/2018,18.22440
05/04/2018,18.10810
06/04/2018,18.28880
09/04/2018,18.27530
10/04/2018,18.28820
11/04/2018,18.20180
12/04/2018,18.13530
13/04/2018,18.08700
16/04/2018,18.03940
17/04/2018,17.97870
18/04/2018,18.03330
19/04/2018,18.28190
20/04/2018,18.62100
23/04/2018,18.86280
24/04/2018,18.81390
25/04/2018,19.05300
26/04/2018,18.86440
27/04/2018,18.68470
30/04/2018,18.78780
02/05/2018,19.09430
03/05/2018,19.12230
04/05/2018,19.20170
07/05/2018,19.42320
08/05/2018,19.57810
09/05/2018,19.53870
10/05/2018,19.29890
11/05/2018,19.35390
14/05/2018,19.52140
15/05/2018,19.78540
16/05/2018,19.70940
17/05/2018,19.70330
18/05/2018,19.93190
21/05/2018,19.90540
22/05/2018,19.75280
23/05/2018,19.76610
24/05/2018,19.70480
25/05/2018,19.56080
28/05/2018,19.59150
29/05/2018,19.74990
30/05/2018,19.73220
31/05/2018,19.97590
01/06/2018,19.86620
04/06/2018,19.99340
05/06/2018,20.38630
06/06/2018,20.31290
07/06/2018,20.46000
08/06/2018,20.52810
11/06/2018,20.47220
12/06/2018,20.59600
13/06/2018,20.62590
14/06/2018,20.69530
15/06/2018,20.71600
18/06/2018,20.69680
19/06/2018,20.55310
20/06/2018,20.39370
21/06/2018,20.36890
22/06/2018,20.12640
25/06/2018,20.09080
26/06/2018,19.87540
27/06/2018,20.05530
28/06/2018,19.86330
29/06/2018,19.69120
02/07/2018,20.14530
03/07/2018,19.59740
04/07/2018,19.42840
05/07/2018,19.25130
06/07/2018,19.07190
09/07/2018,19.15630
10/07/2018,19.05590
11/07/2018,18.96320
12/07/2018,18.82410
13/07/2018,18.88540
16/07/2018,18.83600
17/07/2018,18.87630
18/07/2018,18.91000
19/07/2018,19.07900
20/07/2018,19.06940
23/07/2018,19.07610
24/07/2018,18.85060
25/07/2018,18.77090
26/07/2018,18.62340
27/07/2018,18.55150
30/07/2018,18.54130
31/07/2018,18.64570
01/08/2018,18.58990
02/08/2018,18.63490
03/08/2018,18.57250
06/08/2018,18.54330
07/08/2018,18.46310
08/08/2018,18.45420
09/08/2018,18.65110
10/08/2018,18.92730
13/08/2018,19.18010
14/08/2018,18.99730
15/08/2018,19.23390
16/08/2018,19.01000
17/08/2018,19.06150
20/08/2018,19.03050
21/08/2018,18.87840
22/08/2018,18.81760
23/08/2018,18.86720
24/08/2018,18.83390
27/08/2018,18.66970
28/08/2018,18.93540
29/08/2018,19.06590
30/08/2018,19.12580
31/08/2018,19.17920
03/09/2018,19.21370
04/09/2018,19.36090
05/09/2018,19.44330
06/09/2018,19.35460
07/09/2018,19.23940
10/09/2018,19.29890
11/09/2018,19.26800
12/09/2018,19.05110
13/09/2018,18.87750
14/09/2018,18.86890
17/09/2018,18.83990
18/09/2018,18.76940
19/09/2018,18.76720
20/09/2018,18.82960
21/09/2018,18.85390
24/09/2018,18.85160
25/09/2018,18.98700
26/09/2018,18.89860
27/09/2018,18.81200
28/09/2018,18.72310
01/10/2018,18.65310
02/10/2018,18.75030
03/10/2018,18.80140
04/10/2018,19.13280
05/10/2018,18.94440
08/10/2018,18.92340
09/10/2018,19.00000
10/10/2018,19.11830
11/10/2018,19.02170
12/10/2018,18.92020
15/10/2018,18.80960
16/10/2018,18.76930
17/10/2018,18.80120
18/10/2018,19.10180
19/10/2018,19.21830
22/10/2018,19.36690
23/10/2018,19.41690
24/10/2018,19.46230
25/10/2018,19.43830
26/10/2018,19.47900
29/10/2018,19.80220
30/10/2018,20.02580
31/10/2018,20.31770
01/11/2018,20.13290
05/11/2018,19.96360
06/11/2018,19.86090
07/11/2018,19.82450
08/11/2018,20.04380
09/11/2018,20.36140
12/11/2018,20.31790
13/11/2018,20.51580
14/11/2018,20.39790
15/11/2018,20.33710
16/11/2018,20.15500
20/11/2018,20.41230
21/11/2018,20.20230
22/11/2018,20.29840
23/11/2018,20.39350
26/11/2018,20.53040
27/11/2018,20.49770
28/11/2018,20.41080
29/11/2018,20.22170
30/11/2018,20.34550
03/12/2018,20.23460
04/12/2018,20.51230
05/12/2018,20.56720
06/12/2018,20.47050
07/12/2018,20.26090
10/12/2018,20.36210
11/12/2018,20.28890
13/12/2018,20.25660
14/12/2018,20.33370
17/12/2018,20.11260
18/12/2018,20.12770
19/12/2018,20.02930
20/12/2018,19.90820
21/12/2018,19.92750
24/12/2018,19.84730
26/12/2018,19.88230
27/12/2018,19.68290
28/12/2018,19.65660
31/12/2018,19.65120
02/01/2019,19.58780
03/01/2019,19.60730
04/01/2019,19.49020
07/01/2019,19.32080
08/01/2019,19.34790
09/01/2019,19.24560
10/01/2019,19.17140
11/01/2019,19.12360
14/01/2019,19.00640
15/01/2019,19.04570
16/01/2019,18.99080
17/01/2019,19.06300
18/01/2019,19.08440
21/01/2019,19.19020
22/01/2019,19.12970
23/01/2019,19.07710
24/01/2019,18.98590
25/01/2019,18.92800
28/01/2019,19.03810
29/01/2019,18.99720
30/01/2019,19.16230
31/01/2019,19.03880
01/02/2019,19.10980
05/02/2019,19.08240
06/02/2019,19.10580
07/02/2019,19.08000
08/02/2019,19.08930
11/02/2019,19.25240
12/02/2019,19.25920
13/02/2019,19.40840
14/02/2019,19.35690
15/02/2019,19.36250
18/02/2019,19.25780
19/02/2019,19.17780
20/02/2019,19.18350
21/02/2019,19.26520
22/02/2019,19.13940
25/02/2019,19.11850
26/02/2019,19.16300
27/02/2019,19.22010
28/02/2019,19.26070
01/03/2019,19.29780
04/03/2019,19.30390
05/03/2019,19.25970
06/03/2019,19.37080
07/03/2019,19.52250
08/03/2019,19.49020
11/03/2019,19.42430
12/03/2019,19.30490
13/03/2019,19.33200
14/03/2019,19.32330
15/03/2019,19.21760
19/03/2019,19.00040
20/03/2019,18.90980
21/03/2019,18.86940
22/03/2019,19.13690
25/03/2019,19.01510
26/03/2019,19.09890
27/03/2019,19.32010
28/03/2019,19.37930
29/03/2019,19.37790
